context1	context2	label
The world 's foremost [ authority ] on orangutans	an administrative unit of government	T
the moon 's [ disk ] hung in a cloudless sky	something with a round shape resembling a flat circular plate	T
You have no [ right ] to go through my personal diary .	an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt	T
he went out to have a [ look ]	the act of directing the eyes toward something and perceiving it visually	T
I do n't like the [ look ] of the new design .	physical appearance	T
I could see the [ roof ] of the bear 's mouth	the inner top surface of a covered area or hollow space	T
is there any [ post ] for me ?	any particular collection of letters or packages that is delivered	T
a [ place ] in my heart	an abstract mental location	T
there is a [ demand ] for jobs	a condition requiring relief	T
[ air ] pollution	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of	T
There is no better time than [ now ] .	the momentary present	T
a ranch [ hand ]	a hired laborer on a farm or ranch	T
he was a successful pianist in his [ day ]	an era of existence or influence	T
a [ sense ] of danger	a general conscious awareness	T
Give him his [ due ] — he is a good actor .	that which is deserved or owed	T
The judge leniently granted a [ sentence ] with no hard time .     He is not living at home because he is doing time .	the period of time a prisoner is imprisoned	T
David Beckham 's first [ appearance ] with the LA Galaxy at Giants Stadium against the New York Red Bulls last night drew a crowd of 66237 .	the act of appearing in public view	T
the [ edge ] of the leaf is wavy	the outside limit of an object or area or surface; a place farthest away from the center of something	T
the book [ wallah ]	usually in combination: person in charge of or employed at a particular thing	T
she invented a potato [ peeler ]	a device for peeling vegetables or fruits	T
the emerging buds were a sure sign of [ spring ]	the season of growth	T
Many readers find the first [ book ] of A Tale of Two Cities to be confusing .	a major division of a long written composition	T
the [ mother ] of three children	a woman who has given birth to a child (also used as a term of address to your mother)	T
He is the Republican [ boss ] in Kentucky .	a leader in a political party who controls votes and dictates appointments	T
That mechanic 's a [ bum ] - he could n't fix a yo - yo .	person who does no work	T
When was the last [ time ] we went out ? I do n't remember .	an instance or single occasion for some event	T
Her features had a delicate [ cast ] to them .	the visual appearance of something or someone	T
This product of last month 's quality standards committee is quite good , even though the [ process ] was flawed .	a sustained phenomenon or one marked by gradual changes through a series of states	T
it is their [ practice ] to give annual raises	a customary way of operation or behavior	T
The match ended in their first [ loss ] of the season .	the disadvantage that results from losing something	T
the [ voice ] of experience	something suggestive of speech in being a medium of expression	T
This diamond comes from a [ mine ] in South Africa .	excavation in the earth from which ores and minerals are extracted	T
he rode into the [ mouth ] of the canyon	an opening that resembles a mouth (as of a cave or a gorge)	T
he started looking for a gas [ station ]	a facility equipped with special equipment and personnel for a particular purpose	T
the season 's [ opener ] was a game against the Yankees	the first event in a series	T
the [ end ] of the pier	either extremity of something that has length	T
they entertained on a grand [ scale ]	relative magnitude	T
they 're just country [ folk ]	people in general (often used in the plural)	T
it was Bernhardt 's last [ appearance ] in America	the act of appearing in public view	T
the water 's [ edge ]	the outside limit of an object or area or surface; a place farthest away from the center of something	T
You can visit me in the [ spring ] , when the weather is bearable .	the season of growth	T
The [ visibility ] from that angle was good .	quality or fact or degree of being visible; perceptible by the eye or obvious to the eye	T
he paid all his bills by [ check ]	a written order directing a bank to pay money	T
Dog is a [ hyponym ] of animal .	a word that is more specific than a given word	T
the [ face ] of the city is changing	the general outward appearance of something	T
24 hours of TV coverage of the US election verged on [ overkill ] .	any effort that seems to go farther than would be necessary to achieve its goal	T
Unremitting [ pursuit ] of wealth does n't bring happiness , particularly if successful .	the act of pursuing in an effort to overtake or capture	T
Given a Boolean A , " A OR ( NOT A ) " is a [ tautology ] .	(logic) a statement that is necessarily true	T
