context1	context2	label
crop [ rotation ] makes a balanced demand on the fertility of the soil	a planned recurrent sequence (of crops or personnel etc.)||sequence chronological_sequence succession successiveness chronological_succession	T
after several trials he mixed the [ shade ] of pink that she wanted	a quality of a given color that differs slightly from another color||color colour coloring colouring	T
his plan of [ attack ] was misguided	ideas or actions intended to deal with a problem or situation||conceptualization conceptualisation formulation	T
a smell of chemicals in the [ air ]	a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of||gas	T
this [ thing ] has got to end	a special situation||situation state_of_affairs	T
The best poker players can tell if the opponents have a good hand by looking at their [ expression ] .	the feelings expressed on a person's face||countenance visage	T
a [ trial ] of progesterone failed to relieve the pain	trying something to find out about it||experiment experimentation	T
We need to finalise the [ deal ] with Henderson by midnight .	a particular instance of buying or selling||transaction dealing dealings	T
the preface contained an [ acknowledgment ] of those who had helped her	a statement acknowledging something or someone||message content subject_matter substance	T
The third link of the silver [ chain ] needs to be resoldered .	a series of things depending on each other as if linked together||series	T
Come this [ way ] and I 'll show you a shortcut .	any artifact consisting of a road or path affording passage from one place to another||artifact artefact	T
the [ question ] of disease merits serious discussion	the subject matter at issue||subject topic theme	T
She 's got such a [ gob ] on her – she′s always gossiping about someone or other .	informal terms for the mouth||mouth oral_cavity oral_fissure rima_oris	T
Football tickets are expensive at fifty bucks a [ throw ] .	a single chance or instance||opportunity chance	T
We 've been having a lot of [ rain ] lately .	water falling in drops from vapor condensed in the atmosphere||precipitation downfall	T
he resorted to the [ interception ] of his daughter 's letters	the act of intercepting; preventing something from proceeding or arriving||prevention bar	T
the [ price ] of success is hard work	value measured by what must be given or done or undergone to obtain something||value	T
Respect my [ authority ] !	the power or right to give orders or make decisions||control	T
the patient recited a [ litany ] of complaints	any long and tedious address or recital||address speech	T
he was a charter member of the [ movement ]	a group of people with a common ideology who try together to achieve certain general goals||social_group	T
The [ helm ] of the Commonwealth	a position of leadership||leadership leading	T
whatever it was he did n't like it and he was going to let them know by making as loud a [ noise ] as he could	a loud outcry of protest or complaint||cry outcry call yell shout vociferation	T
[ stabilization ] means that the product can be handled under atmospheric conditions	the act of stabilizing something or making it more stable||standardization standardisation normalization normalisation	T
any good golf club will have a [ range ] where you can practice	a place for shooting (firing or driving) projectiles of various kinds||facility installation	T
Might I beg [ leave ] to accompany you ?	permission to do something||permission	T
he gave the hood a quick [ rub ]	the act of rubbing or wiping||contact physical_contact	T
In summer , it is possible to hike to the [ summit ] of Mt. Shasta .	the top or extreme point of something (usually a mountain or hill)||topographic_point place spot	T
There 's a lot of trash on the [ bed ] of the river .	a depression forming the ground under a body of water||natural_depression depression	T
If it was n't subsidized , the [ nonprofit ] would be bankrupt .	an organization chartered for other than profit-making activities||organization organisation	T
The [ flap ] of a sail ;    the flap of a wing	any broad thin and limber covering attached at one edge; hangs loose or projects freely||covering	T
This school is well - known for having teachers of high [ quality ] .	a degree or grade of excellence or worth||degree grade level	T
Justification is an act of God 's free [ grace ] wherein he pardoneth all our sins . ( the Westminster shorter catechism of 1647 , question 33http://books.google.com / books?id=7gMNAAAAIAAJ&pg = PA683&dq=%22Free+Grace%22&hl = en&ei =- pv_TLz3Hsrf4ga0-ISdCA&sa = X&oi = book_result&ct = result&resnum=1&ved=0CCgQ6AEwAA#v = onepage&q=%22Free%20Grace%22&f = false )	(Christian theology) the free and unmerited favor or beneficence of God||beneficence	T
